denomination_id,name
'can_maple','maple'
'can_maple','maples'
'gbr_britannia','britannia'
'gbr_britannia','britannias'
'mex_libertad','libertad'
'mex_libertad','libertads'
'usa_bullion','bullion'
'usa_bullion','bullions'
'zaf_krugerrand','krugerrand'
'zaf_krugerrand','krugerrands'
